age,income,loan_amount,loan_term,credit_history,num_dependents,default
55,51434,22917,60,1,3,0
71,69734,500,12,0,2,0
68,46305,6976,24,1,1,0
32,54882,14002,24,1,0,0
57,79812,18529,24,0,1,0
75,37473,28301,48,0,0,0
24,70261,22071,60,0,0,0
45,30164,27976,48,1,0,0
54,33108,12996,24,0,1,0
25,44964,28315,24,1,1,0
55,58880,15928,60,1,1,0
49,52105,15467,12,1,3,0
68,54338,2839,24,0,2,0
44,50835,19943,12,0,3,0
23,25636,4982,36,1,0,0
30,68182,21618,12,1,1,0
58,41321,9581,24,0,1,0
48,38200,15073,12,0,2,0
45,49759,26080,48,0,0,0
52,65757,27542,48,0,0,0
64,25231,18579,48,0,2,0
25,45817,18226,48,0,3,0
22,27360,16669,48,0,1,0
47,58447,21959,48,0,2,0
30,47374,16752,60,0,2,0
72,29669,16789,36,0,2,0
68,63657,500,24,0,0,0
51,1000,16787,60,1,3,0
64,13472,22088,24,1,3,0
75,93426,6487,60,0,3,0
20,82475,14287,60,0,3,0
48,61320,3502,12,1,3,0
53,50594,2705,48,0,1,0
33,44768,12207,48,1,1,0
72,26070,10467,48,1,1,0
43,66104,29872,48,0,0,0
62,47432,16789,48,1,1,0
23,36849,10031,12,1,0,0
41,44358,15499,36,0,0,0
67,65833,36654,24,0,3,0
66,5703,5241,24,0,2,0
35,29033,14812,12,0,2,0
49,12378,14862,48,1,3,0
69,35750,4102,12,0,3,0
43,63220,11052,12,0,1,0
62,56832,18661,24,0,2,0
61,39715,13904,36,1,3,0
19,48139,17787,24,1,3,0
59,39198,9353,60,1,3,0
26,63733,10917,36,0,3,0
36,50770,12528,36,1,3,0
57,78031,9209,36,0,1,0
62,79388,6979,24,0,0,0
38,30754,11106,36,0,1,0
20,22033,500,24,1,3,0
28,40047,14145,12,1,3,0
47,60472,12957,60,1,2,0
36,82894,12456,60,0,3,0
25,45058,500,24,0,2,0
57,61747,7685,12,1,0,0
30,37727,12161,36,0,0,0
72,21890,19011,12,1,1,0
56,12141,3241,36,1,1,0
45,36807,20645,36,1,2,0
46,56028,12567,48,1,3,0
69,44115,500,48,0,0,0
37,10297,17554,36,0,3,1
44,39720,10104,24,1,1,0
71,31284,21875,12,1,2,0
65,45457,15424,12,0,2,0
58,61422,7189,36,1,1,0
62,47050,13483,36,1,0,0
41,27452,9962,36,1,0,0
64,15602,7960,24,0,1,0
74,43438,7949,12,1,2,0
40,65837,17001,12,0,1,0
56,50413,4979,36,1,2,0
62,33936,22521,36,0,0,0
36,33914,21596,36,0,0,0
50,52332,20084,60,0,3,0
22,57888,17837,12,1,2,0
41,63872,21623,60,1,1,0
19,49650,10982,24,0,1,0
31,55531,17362,12,0,0,0
66,37990,17214,12,0,3,0
34,66324,16820,12,0,0,0
31,38611,12204,36,0,0,0
65,95540,8030,36,1,1,0
67,48000,9101,60,0,0,0
66,63935,15491,24,1,1,0
52,82140,15349,24,1,2,0
29,3260,22447,24,1,3,0
50,51375,18876,36,0,3,0
26,31069,15199,36,0,0,0
25,33442,20855,36,1,1,0
36,71044,14202,12,1,2,0
61,40584,15197,48,0,0,0
43,31341,500,24,0,2,0
39,61853,29674,48,0,1,0
64,15972,15076,60,1,3,0
60,33768,10082,48,1,1,0
24,66682,21441,24,0,0,0
21,61354,6776,12,0,3,0
38,66006,24138,12,0,3,0
30,43653,24041,60,1,2,0
52,2717,9295,12,1,0,0
38,63022,8095,12,0,1,0
73,57631,500,24,1,3,0
63,23937,23726,60,1,3,0
72,53761,17253,36,1,3,0
40,51690,8489,12,0,0,0
41,30836,25708,12,1,3,0
40,70582,14582,12,0,1,0
37,13288,5349,12,1,0,0
19,44639,14472,48,1,2,0
48,1000,2749,48,1,2,0
69,19435,15895,24,1,3,0
66,44009,10806,36,1,3,0
58,70199,3478,60,0,2,0
37,70276,14807,24,0,0,0
35,82785,20898,48,1,1,0
22,40167,9475,36,1,2,0
43,49808,24628,60,0,0,0
51,67061,7030,24,1,2,0
52,64167,500,48,0,1,0
27,52002,28228,36,1,3,0
71,74047,8991,48,1,2,0
34,44327,9584,24,0,1,0
33,55024,8400,48,1,3,0
20,54741,21096,12,1,2,0
29,46378,13149,48,0,0,0
23,43424,21194,12,1,2,0
74,90390,25296,24,0,0,0
50,72173,11024,60,1,3,0
33,22105,6912,36,1,3,0
65,51850,23355,24,0,1,0
35,35772,17274,60,0,3,0
62,66549,12789,48,1,1,0
74,52391,10626,48,1,2,0
75,19790,5527,12,0,2,0
37,30042,5479,12,0,3,0
43,90163,7130,36,0,1,0
73,84334,3674,36,1,0,0
23,71089,500,48,1,2,0
74,58021,13197,24,1,0,0
56,46721,5007,36,1,0,0
59,32237,6234,24,0,3,0
37,46770,18052,24,0,1,0
61,9961,25118,48,1,1,0
61,35139,11067,36,0,0,0
29,34731,19830,60,0,0,0
53,33088,6036,12,1,1,0
72,59893,22067,48,1,1,0
41,62452,24077,12,1,3,0
49,73255,23573,24,1,2,0
42,76934,26501,60,0,2,0
30,32143,19024,24,0,2,0
33,17768,3241,36,1,0,1
26,87423,500,48,0,3,0
65,43617,13213,60,0,0,0
33,31604,16359,60,0,0,0
57,9610,29993,36,0,0,0
34,61244,23165,36,1,1,0
63,39141,14159,12,1,0,0
49,76271,4043,36,1,2,0
34,24307,6174,36,1,3,0
38,48083,5730,24,1,0,0
21,50682,17144,36,0,3,0
75,55178,13980,36,1,3,0
72,47861,10552,36,0,1,0
29,66942,3533,36,0,0,0
54,69013,31313,24,1,0,0
19,37938,37052,12,1,2,0
24,56006,11050,12,1,3,0
35,48208,14518,12,1,2,0
64,79776,7109,24,0,0,0
36,47000,17423,12,1,0,0
29,52138,28706,48,0,0,0
28,34485,20233,24,0,2,0
45,46002,500,60,0,2,0
71,41013,18952,48,1,3,0
56,20234,21249,36,0,3,0
23,67702,16838,48,0,1,0
51,33252,7905,36,1,3,0
69,38767,15636,24,1,1,0
36,27001,10773,12,0,3,0
47,36224,6212,36,1,2,0
67,40165,14914,48,0,1,0
20,85447,23181,36,1,3,0
46,38818,10593,24,0,1,0
56,48249,26947,48,0,0,0
18,60753,23030,48,1,2,0
57,30812,24191,48,1,0,0
18,63373,28712,24,0,1,0
27,37394,8083,60,0,0,0
47,62501,21718,12,0,1,0
46,72006,12966,48,0,1,0
71,53250,12764,12,0,3,0
72,23714,15283,60,1,0,0
49,17993,13923,48,0,0,0
45,27480,10309,36,1,3,0
57,67116,12237,48,0,1,0
30,28925,16649,60,0,2,0
72,66057,5217,24,1,3,0
71,77116,10799,36,1,1,0
36,46908,11836,48,0,1,0
56,14519,15697,48,1,1,0
21,68854,14964,36,1,1,0
73,54017,13744,12,1,3,0
32,60343,18919,36,1,2,0
67,61347,10613,24,0,0,0
46,65536,500,12,0,0,0
20,37920,14778,12,0,2,0
36,41194,1911,48,0,1,0
39,54313,11282,24,1,3,0
18,51071,29553,36,1,1,0
41,45507,6913,24,0,3,0
26,56601,7170,48,1,2,0
46,51725,15896,60,0,0,0
43,61906,14457,12,1,0,0
59,65242,23498,60,1,3,0
61,37623,500,36,1,0,0
75,5683,11872,48,1,1,0
57,56933,3711,36,1,1,0
23,67564,16661,24,1,1,0
53,43040,21750,24,0,0,0
52,37576,11735,36,1,0,0
71,30392,23044,36,0,0,0
25,25269,18301,12,1,2,0
69,49296,4443,60,0,2,0
60,56870,2628,24,1,1,0
51,17663,7636,36,1,0,0
45,53912,12085,12,1,1,0
46,76515,20664,48,1,2,0
58,30905,18987,48,1,1,0
26,27975,15845,60,0,1,0
20,48942,500,36,0,3,0
41,44838,14000,24,0,2,0
41,42422,23716,24,0,3,1
75,44452,21143,24,1,0,0
40,55510,15996,48,1,3,0
68,22792,25572,60,0,1,0
47,52175,3164,24,1,0,0
60,35879,9451,48,1,0,0
74,34898,17256,12,0,0,0
68,52325,8186,12,0,1,0
52,44161,13775,60,0,3,0
19,84145,27871,24,0,2,0
33,68346,1589,60,1,0,0
56,38580,24639,48,0,2,0
44,74224,16475,48,1,0,0
24,34167,13298,24,1,0,0
44,46977,12487,36,0,0,0
37,36469,19480,48,1,2,0
70,55269,13458,24,0,3,0
50,42579,17615,12,1,3,0
22,29638,15812,24,0,2,0
55,43179,9637,60,0,2,0
46,74566,20720,24,0,2,0
28,54964,5265,48,1,0,1
47,77022,12305,24,0,0,0
48,47782,21015,48,1,1,0
50,47680,19655,60,0,2,0
62,57854,18062,60,1,3,0
50,66885,13148,36,1,3,0
60,68182,14221,48,1,0,0
26,49224,14592,48,0,0,0
44,20993,10757,48,1,0,0
59,35538,6903,48,0,2,0
42,58806,8343,24,0,0,0
30,36695,16931,12,1,2,0
70,37139,10553,24,0,3,0
20,41675,32016,60,0,0,0
70,43744,12035,36,1,1,0
60,47902,3081,60,0,0,0
65,64230,17465,60,0,2,0
61,102359,18063,60,1,3,1
45,19702,500,12,1,3,0
44,45456,26942,48,1,2,0
20,60627,11194,36,1,3,0
43,52818,18107,60,0,1,0
45,93060,10320,24,0,2,0
58,46643,13652,48,0,2,0
33,61498,18701,36,0,2,0
33,82430,10195,60,1,0,0
55,88356,30309,12,1,2,0
62,59587,16660,48,0,2,0
45,77556,19835,60,0,2,0
43,77523,22566,24,0,3,0
68,24961,19859,12,1,0,0
39,41856,12995,12,0,1,0
26,39994,10322,48,1,3,0
26,52057,12296,36,1,2,0
74,39151,13852,48,1,2,0
18,20895,13701,24,0,1,0
71,43759,14021,36,0,1,0
30,54018,7865,48,1,2,0
54,76933,12453,48,1,1,0
74,51431,12721,24,0,1,0
47,39476,10847,36,1,1,0
70,68949,14517,12,1,0,0
27,46683,20090,60,1,0,0
30,53983,19685,36,0,2,0
33,51809,16502,36,0,0,0
26,24507,24706,12,1,1,0
33,36817,20640,24,1,0,0
74,81634,8467,24,1,2,0
45,64822,14136,12,0,2,0
38,50500,26271,36,0,3,0
23,57647,1179,60,0,1,0
66,74660,6015,36,1,3,0
63,28374,23772,48,1,2,0
58,73306,9964,12,0,1,0
46,63105,8914,36,1,3,0
71,32215,22194,24,0,2,0
40,50720,17301,60,1,3,0
45,19617,22825,36,1,3,1
46,52927,26459,36,0,2,0
50,42275,14067,36,0,0,0
41,62987,16274,24,1,2,0
70,54478,500,24,0,2,1
37,46332,22233,48,1,0,0
50,99089,13674,48,0,1,0
31,26221,16540,60,1,3,0
23,45019,19760,48,0,3,0
53,60744,15822,24,1,0,0
60,59208,8708,48,1,3,0
